"Nama Armada","No. perangkat","No. Reg.","Waktu Mulai","Lin.","Buj.","Alamat","Waktu Berakhir","Lin.","Buj.","Alamat","Waktu Mengemudi (hh:mm:ss)","Jarak Tempuh (km)"
"TNJ","864636060616030","B 9919 TEZ","2026/03/29 15:43:59","-7.431243","112.479778","Pertamina, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","2026/03/29 15:47:30","-7.431227","112.479902","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:03:31",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/29 16:18:20","-7.431407","112.479900","Pertamina, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","2026/03/29 16:29:39","-7.424932","112.482532","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:11:19",1
"TNJ","864636060616030","B 9919 TEZ","2026/03/29 17:23:59","-7.424932","112.482532","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/03/29 17:30:21","-7.429803","112.473792","Pertamina, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","0:06:21",1
"TNJ","864636060616030","B 9919 TEZ","2026/03/29 17:33:24","-7.429803","112.473792","Pertamina, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","2026/03/29 17:37:17","-7.435645","112.461590","APP Sinarmas, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","0:03:53",1
"TNJ","864636060616030","B 9919 TEZ","2026/03/29 18:08:24","-7.435645","112.461590","APP Sinarmas, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","2026/03/29 18:36:19","-7.402885","112.569783","Global Usaha Technology, Jalan Kemangsen Utara RT 5 RW 2, Krian 61262, JI, Indonesia","0:27:54",13
"TNJ","864636060616030","B 9919 TEZ","2026/03/29 18:55:02","-7.402812","112.569837","Global Usaha Technology, Jalan Kemangsen Utara RT 5 RW 2, Krian 61262, JI, Indonesia","2026/03/29 19:00:34","-7.399753","112.574983","Global Usaha Technology, Jalan Kemangsen Utara RT 5 RW 2, Krian 61262, JI, Indonesia","0:05:32",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/29 20:17:38","-7.399688","112.574918","Global Usaha Technology, Jalan Kemangsen Utara RT 5 RW 2, Krian 61262, JI, Indonesia","2026/03/29 20:18:47","-7.399778","112.574935","Global Usaha Technology, Jalan Kemangsen Utara RT 5 RW 2, Krian 61262, JI, Indonesia","0:01:09",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/29 20:30:43","-7.399778","112.574935","Global Usaha Technology, Jalan Kemangsen Utara RT 5 RW 2, Krian 61262, JI, Indonesia","2026/03/29 20:32:02","-7.399778","112.574935","Global Usaha Technology, Jalan Kemangsen Utara RT 5 RW 2, Krian 61262, JI, Indonesia","0:01:19",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 05:31:07","-7.399715","112.574983","Global Usaha Technology, Jalan Kemangsen Utara RT 5 RW 2, Krian 61262, JI, Indonesia","2026/03/30 06:04:54","-7.383993","112.576723",,"0:33:47",1
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 06:17:59","-7.383993","112.576723",,"2026/03/30 06:38:01","-7.358650","112.624218","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","0:20:01",7
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 06:47:09","-7.358650","112.624218","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","2026/03/30 06:47:42","-7.358650","112.624218","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","0:00:33",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 06:59:51","-7.358378","112.624290","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","2026/03/30 07:00:48","-7.358378","112.624290","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","0:00:57",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 07:05:37","-7.358378","112.624290","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","2026/03/30 07:19:08","-7.358378","112.624290","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","0:13:31",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 07:48:16","-7.357967","112.622522","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","2026/03/30 07:49:58","-7.358307","112.622192","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","0:01:42",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 09:30:20","-7.358587","112.622205","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","2026/03/30 09:31:51","-7.358282","112.622150","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","0:01:30",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 09:47:19","-7.358115","112.622083","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","2026/03/30 09:52:28","-7.358123","112.623560","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","0:05:09",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 09:55:59","-7.358123","112.623560","WIRA9, Ruas Jalan Driyorejo - Lakarsantri 18, Cangkir 61177, JI, Indonesia","2026/03/30 10:16:56","-7.381510","112.580027",,"0:20:56",7
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 10:19:41","-7.381510","112.580027",,"2026/03/30 10:23:07","-7.384025","112.576780",,"0:03:25",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 10:28:24","-7.384025","112.576780",,"2026/03/30 10:46:59","-7.406983","112.557075","Bridgestone, Jalan Bypass Krian, Jeruk Legi 61263, JI, Indonesia","0:18:34",4
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 12:25:29","-7.406983","112.557075","Bridgestone, Jalan Bypass Krian, Jeruk Legi 61263, JI, Indonesia","2026/03/30 12:25:51","-7.406977","112.557012","Bridgestone, Jalan Bypass Krian, Jeruk Legi 61263, JI, Indonesia","0:00:22",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 13:38:44","-7.406977","112.557012","Bridgestone, Jalan Bypass Krian, Jeruk Legi 61263, JI, Indonesia","2026/03/30 13:42:02","-7.407873","112.551402","PERGUDANGAN SATRIA ECO PARK, Jalan Tol Krian–Legundi–Bunder–Manyar, Balongbendo 61263, East Java, Indonesia","0:03:18",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 15:25:06","-7.407873","112.551402","PERGUDANGAN SATRIA ECO PARK, Jalan Tol Krian–Legundi–Bunder–Manyar, Balongbendo 61263, East Java, Indonesia","2026/03/30 15:41:31","-7.424427","112.482792","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:16:25",8
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 15:52:21","-7.424427","112.482792","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/03/30 16:08:30","-7.431170","112.481535","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:16:09",1
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 16:14:12","-7.431170","112.481535","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/03/30 16:15:29","-7.431180","112.479973","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:01:17",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 17:12:36","-7.431180","112.479973","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/03/30 17:19:25","-7.425677","112.483140","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:06:49",1
"TNJ","864636060616030","B 9919 TEZ","2026/03/30 20:46:01","-7.425602","112.483193","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/03/30 20:53:32","-7.431328","112.480027","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:07:31",1
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 00:38:51","-7.431408","112.480070","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/03/31 00:42:21","-7.431205","112.480673","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:03:30",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 00:50:07","-7.431132","112.480788","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/03/31 00:52:18","-7.431245","112.479773","Pertamina, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","0:02:10",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 00:55:45","-7.431150","112.479760","Pertamina, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","2026/03/31 01:09:30","-7.425172","112.482675","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:13:44",1
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 07:40:17","-7.425218","112.482672","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/03/31 07:40:26","-7.425218","112.482672","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:00:09",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 07:40:28","-7.425218","112.482672","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/03/31 08:05:42","-7.414893","112.510367","Pertamina, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:25:14",3
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 08:16:31","-7.414893","112.510367","Pertamina, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/03/31 08:20:13","-7.414893","112.510367","Pertamina, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:03:41",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 08:25:33","-7.414893","112.510367","Pertamina, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/03/31 08:34:16","-7.429712","112.473750","Pertamina, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","0:08:42",4
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 08:38:16","-7.429712","112.473750","Pertamina, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","2026/03/31 10:58:18","-7.712707","112.204482","Kantor Kecamatan Badas, Jalan Untung Suropati, Badas 64219, JI, Indonesia","2:20:02",57
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 12:47:57","-7.712712","112.204325","Kantor Kecamatan Badas, Jalan Untung Suropati, Badas 64219, JI, Indonesia","2026/03/31 12:52:26","-7.713105","112.204183","Kantor Kecamatan Badas, Jalan Untung Suropati, Badas 64219, JI, Indonesia","0:04:29",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 14:14:45","-7.713060","112.204093","Kantor Kecamatan Badas, Jalan Untung Suropati, Badas 64219, JI, Indonesia","2026/03/31 14:22:15","-7.713060","112.204093","Kantor Kecamatan Badas, Jalan Untung Suropati, Badas 64219, JI, Indonesia","0:07:29",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 16:01:25","-7.713093","112.204182","Kantor Kecamatan Badas, Jalan Untung Suropati, Badas 64219, JI, Indonesia","2026/03/31 16:08:58","-7.713093","112.204182","Kantor Kecamatan Badas, Jalan Untung Suropati, Badas 64219, JI, Indonesia","0:07:33",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 17:01:56","-7.713093","112.204182","Kantor Kecamatan Badas, Jalan Untung Suropati, Badas 64219, JI, Indonesia","2026/03/31 19:26:09","-7.436350","112.461458","APP Sinarmas, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","2:24:13",65
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 19:48:11","-7.436350","112.461458","APP Sinarmas, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","2026/03/31 19:52:50","-7.436282","112.461403","APP Sinarmas, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","0:04:39",0
"TNJ","864636060616030","B 9919 TEZ","2026/03/31 19:58:03","-7.436282","112.461403","APP Sinarmas, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","2026/03/31 20:02:54","-7.436840","112.461885","APP Sinarmas, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","0:04:51",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/01 15:37:47","-7.436778","112.461870","APP Sinarmas, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","2026/04/01 15:45:18","-7.424487","112.482648","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:07:31",3
"TNJ","864636060616030","B 9919 TEZ","2026/04/01 15:49:24","-7.424487","112.482648","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/04/01 15:49:50","-7.424487","112.482517","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:00:26",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/01 16:28:34","-7.424487","112.482517","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/04/01 16:53:00","-7.424517","112.482510","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:24:26",1
"TNJ","864636060616030","B 9919 TEZ","2026/04/01 16:53:05","-7.431150","112.481497","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/04/01 16:59:39","-7.439055","112.481120",,"0:06:34",1
"TNJ","864636060616030","B 9919 TEZ","2026/04/01 17:11:12","-7.439055","112.481120",,"2026/04/01 17:24:10","-7.425658","112.483165","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:12:58",2
"TNJ","864636060616030","B 9919 TEZ","2026/04/01 19:40:02","-7.425670","112.483118","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/04/01 19:51:51","-7.429260","112.482648","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:11:49",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/01 20:36:27","-7.429260","112.482648","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/04/01 20:45:26","-7.439023","112.481227",,"0:08:58",1
"TNJ","864636060616030","B 9919 TEZ","2026/04/01 20:57:55","-7.439023","112.481227",,"2026/04/01 21:11:35","-7.425128","112.482697","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:13:39",2
"TNJ","864636060616030","B 9919 TEZ","2026/04/02 22:37:38","-7.425172","112.482608","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/04/02 22:39:11","-7.425202","112.482645","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","0:01:33",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/03 08:08:24","-7.425133","112.482587","Alfamart, Jalan Raya Surabaya - Mojokerto, Kedung Sukodani 61352, JI, Indonesia","2026/04/03 08:17:16","-7.429787","112.473777","Pertamina, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","0:08:52",1
"TNJ","864636060616030","B 9919 TEZ","2026/04/03 08:22:17","-7.429787","112.473777","Pertamina, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","2026/04/03 08:26:36","-7.435577","112.461625","APP Sinarmas, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","0:04:18",1
"TNJ","864636060616030","B 9919 TEZ","2026/04/03 08:49:20","-7.435577","112.461625","APP Sinarmas, Jalan Raya Surabaya - Mojokerto, Kramat Temenggung 61352, JI, Indonesia","2026/04/03 08:52:01","-7.440840","112.459955","Mlirip 1, Jalan Raya Surabaya - Mojokerto, Tarik 61352, JI, Indonesia","0:02:41",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/03 09:22:26","-7.440840","112.459955","Mlirip 1, Jalan Raya Surabaya - Mojokerto, Tarik 61352, JI, Indonesia","2026/04/03 09:48:27","-7.402807","112.569858","Global Usaha Technology, Jalan Kemangsen Utara RT 5 RW 2, Krian 61262, JI, Indonesia","0:26:00",14
"TNJ","864636060616030","B 9919 TEZ","2026/04/03 10:08:58","-7.402807","112.569858","Global Usaha Technology, Jalan Kemangsen Utara RT 5 RW 2, Krian 61262, JI, Indonesia","2026/04/03 10:11:45","-7.399787","112.575028","Global Usaha Technology, Jalan Kemangsen Utara RT 5 RW 2, Krian 61262, JI, Indonesia","0:02:46",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/05 14:43:31","-7.399642","112.574950","Global Usaha Technology, Jalan Kemangsen Utara RT 5 RW 2, Krian 61262, JI, Indonesia","2026/04/05 14:48:19","-7.398728","112.576327","Pertamina, Jalan Bypass Krian, Sidomulyo 61262, JI, Indonesia","0:04:48",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/05 14:53:20","-7.398728","112.576327","Pertamina, Jalan Bypass Krian, Sidomulyo 61262, JI, Indonesia","2026/04/05 16:58:54","-7.094557","112.173903","Pondok Pesantren Langitan, Jalan Raya Tuban-Widang-Babat, Babat 6227`, JI, Indonesia","2:05:34",75
"TNJ","864636060616030","B 9919 TEZ","2026/04/05 17:05:12","-7.094557","112.173903","Pondok Pesantren Langitan, Jalan Raya Tuban-Widang-Babat, Babat 6227`, JI, Indonesia","2026/04/05 21:08:45","-6.706220","111.379803","SMK Negeri 2 Rembang, Jalan Raya Rembang - Lasem km 4, Pasarbanggi 59219, Central Java, Indonesia","4:03:32",122
"TNJ","864636060616030","B 9919 TEZ","2026/04/05 21:14:47","-6.706220","111.379803","SMK Negeri 2 Rembang, Jalan Raya Rembang - Lasem km 4, Pasarbanggi 59219, Central Java, Indonesia","2026/04/05 21:34:56","-6.700450","111.314143","Mushola, Jalan Gajah Mada, Banyudono 59214, JT, Indonesia","0:20:08",7
"TNJ","864636060616030","B 9919 TEZ","2026/04/05 21:42:01","-6.700450","111.314143","Mushola, Jalan Gajah Mada, Banyudono 59214, JT, Indonesia","2026/04/05 21:50:28","-6.695717","111.289798","Pertamina, Jalan Gajah Mada, Purworejo 59252, JT, Indonesia","0:08:27",2
"TNJ","864636060616030","B 9919 TEZ","2026/04/05 22:13:17","-6.695717","111.289798","Pertamina, Jalan Gajah Mada, Purworejo 59252, JT, Indonesia","2026/04/06 00:07:20","-6.806943","110.881037","Kantor Kelurahan Ngembal Kulon, Jalan Lingkar Timur Kudus, Jati Wetan 59343, JT, Indonesia","1:54:03",50
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 00:51:17","-6.806943","110.881037","Kantor Kelurahan Ngembal Kulon, Jalan Lingkar Timur Kudus, Jati Wetan 59343, JT, Indonesia","2026/04/06 01:50:04","-6.878550","110.688205","SPBU Pertamina 44.595.01, Jalan Raya Demak - Kudus, Sedo Lor 59511, JT, Indonesia","0:58:47",25
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 01:56:21","-6.878550","110.688205","SPBU Pertamina 44.595.01, Jalan Raya Demak - Kudus, Sedo Lor 59511, JT, Indonesia","2026/04/06 01:57:00","-6.878567","110.688145","SPBU Pertamina 44.595.01, Jalan Raya Demak - Kudus, Sedo Lor 59511, JT, Indonesia","0:00:39",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 02:49:29","-6.878565","110.688055","SPBU Pertamina 44.595.01, Jalan Raya Demak - Kudus, Sedo Lor 59511, JT, Indonesia","2026/04/06 03:34:00","-6.948125","110.489930","41.A.501.03, Jalan Raya Semarang-Demak, Semarang 50117, JT, Indonesia","0:44:30",24
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 03:43:39","-6.948125","110.489930","41.A.501.03, Jalan Raya Semarang-Demak, Semarang 50117, JT, Indonesia","2026/04/06 03:44:11","-6.948163","110.489817","41.A.501.03, Jalan Raya Semarang-Demak, Semarang 50117, JT, Indonesia","0:00:31",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 03:57:13","-6.948163","110.489817","41.A.501.03, Jalan Raya Semarang-Demak, Semarang 50117, JT, Indonesia","2026/04/06 04:56:41","-6.951227","110.274478","PT Pangestu, Jalan Lingkar Luar Kaliwungu, Mororejo 51372, JT, Indonesia","0:59:28",29
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 06:57:54","-6.950860","110.274828","PT Pangestu, Jalan Lingkar Luar Kaliwungu, Mororejo 51372, JT, Indonesia","2026/04/06 07:08:54","-6.951240","110.274523","GUDANG ROSE BRAND PT SUNGAI BUDI GROUP, Jalan Lingkar Luar Kaliwungu, Mororejo 51372, JT, Indonesia","0:11:00",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 07:18:08","-6.951240","110.274523","GUDANG ROSE BRAND PT SUNGAI BUDI GROUP, Jalan Lingkar Luar Kaliwungu, Mororejo 51372, JT, Indonesia","2026/04/06 07:31:21","-6.942940","110.257560",,"0:13:12",2
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 08:00:57","-6.943000","110.257492",,"2026/04/06 08:06:56","-6.942583","110.257193",,"0:05:59",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 08:09:58","-6.942583","110.257193",,"2026/04/06 08:14:48","-6.943793","110.242372","MUSHOLA, Jalan Grand Pakuwon Asri, kedung Rombeng 51372, JT, Indonesia","0:04:50",2
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 08:49:36","-6.943793","110.242372","MUSHOLA, Jalan Grand Pakuwon Asri, kedung Rombeng 51372, JT, Indonesia","2026/04/06 11:49:32","-6.894630","109.454375","Stasiun Petarukan, Jalan Tamtama, Petarukan 52361, JT, Indonesia","2:59:56",104
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 12:04:30","-6.894630","109.454375","Stasiun Petarukan, Jalan Tamtama, Petarukan 52361, JT, Indonesia","2026/04/06 14:32:36","-6.819018","108.709608","Jalan Raya Cirebon - Brebes, Kalipasung 45191, West Java, Indonesia","2:28:06",88
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 17:13:44","-6.819105","108.709613","Jalan Raya Cirebon - Brebes, Kalipasung 45191, West Java, Indonesia","2026/04/06 18:36:06","-6.650463","108.406537","Masjid Besar Fadlullah, Jalan Kantor Pos 1, Arjawinangun 45162, JR, Indonesia","1:22:22",44
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 18:42:22","-6.650463","108.406537","Masjid Besar Fadlullah, Jalan Kantor Pos 1, Arjawinangun 45162, JR, Indonesia","2026/04/06 19:59:09","-6.390382","108.148298","Toko Fahril, Jalan Raya Losarang Kodepos RT.07, Krimun 45253, JR, Indonesia","1:16:47",48
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 20:05:03","-6.390382","108.148298","Toko Fahril, Jalan Raya Losarang Kodepos RT.07, Krimun 45253, JR, Indonesia","2026/04/06 22:05:38","-6.374953","107.571720",,"2:00:35",71
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 22:13:23","-6.374953","107.571720",,"2026/04/06 22:17:57","-6.374953","107.571720",,"0:04:34",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/06 23:10:36","-6.374953","107.571720",,"2026/04/06 23:16:08","-6.375180","107.571810",,"0:05:32",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/07 06:09:54","-6.375180","107.571810",,"2026/04/07 06:10:01","-6.375180","107.571810",,"0:00:07",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/07 06:10:03","-6.375180","107.571810",,"2026/04/07 06:33:51","-6.365690","107.532288",,"0:23:48",4
"TNJ","864636060616030","B 9919 TEZ","2026/04/07 12:01:18","-6.365653","107.532372",,"2026/04/07 12:01:52","-6.365653","107.532372",,"0:00:33",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/07 12:06:59","-6.365653","107.532372",,"2026/04/07 15:50:19","-6.133055","106.955703","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","3:43:20",98
"TNJ","864636060616030","B 9919 TEZ","2026/04/07 16:40:19","-6.133055","106.955698","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","2026/04/07 16:41:32","-6.133055","106.955698","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","0:01:12",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/07 16:46:12","-6.133055","106.955698","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","2026/04/07 16:46:43","-6.133112","106.955770","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","0:00:31",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/07 16:47:11","-6.133112","106.955770","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","2026/04/07 16:47:46","-6.133112","106.955770","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","0:00:35",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/07 16:59:53","-6.133183","106.955712","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","2026/04/07 17:01:48","-6.133412","106.955717","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","0:01:54",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/07 18:24:38","-6.133515","106.955735","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","2026/04/07 18:29:50","-6.133420","106.955727","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","0:05:12",0
"TNJ","864636060616030","B 9919 TEZ","2026/04/07 18:29:54","-6.133420","106.955727","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","2026/04/07 18:34:46","-6.133420","106.955727","SMK Bintang Nusantara, Jalan Raya Sarang Bango, Cilincing, North Jakarta 14140, Java, Indonesia","0:04:52",0
